Q2_center	xbj_center       N_total	
4.125	0.6525	2.3246e+06
4.125	0.6575	2.23207e+06
4.125	0.6625	2.12658e+06
4.125	0.6675	1.92311e+06
4.125	0.6725	1.87301e+06
4.125	0.6775	1.73579e+06
4.125	0.6825	1.73475e+06
4.125	0.6875	1.7118e+06
4.125	0.6925	1.62663e+06
4.125	0.6975	1.63648e+06
4.125	0.7025	1.57936e+06
4.125	0.7075	1.4456e+06
4.125	0.7125	1.50348e+06
4.125	0.7175	1.48519e+06
4.125	0.7225	1.28122e+06
4.125	0.7275	1.32093e+06
4.125	0.7325	1.3495e+06
4.125	0.7375	1.28909e+06
4.125	0.7425	1.15642e+06
4.125	0.7475	1.1311e+06
4.125	0.7525	1.03378e+06
4.125	0.7575	993089
4.125	0.7625	1.07637e+06
4.125	0.7675	1.08966e+06
4.125	0.7725	984111
4.125	0.7775	865965
4.125	0.7825	815318
4.125	0.7875	807002
4.125	0.7925	825358
4.125	0.7975	811697
4.125	0.8025	835470
4.125	0.8075	836651
4.125	0.8125	797926
4.125	0.8175	696563
4.125	0.8225	631773
4.125	0.8275	608660
4.125	0.8325	623687
4.125	0.8375	609261
4.125	0.8425	597398
4.125	0.8475	544708
4.125	0.8525	480780
4.125	0.8575	505982
4.125	0.8625	496183
4.125	0.8675	471020
4.125	0.8725	499208
4.125	0.8775	453795
4.125	0.8825	427383
4.125	0.8875	430052
4.125	0.8925	394816
4.125	0.8975	362842
4.125	0.9025	351882
4.125	0.9075	323535
4.125	0.9125	339856
4.125	0.9175	310374
4.125	0.9225	272121
4.125	0.9275	283861
4.125	0.9325	295888
4.125	0.9375	269672
4.125	0.9425	263166
4.125	0.9475	252904
4.125	0.9525	247584
4.125	0.9575	264650
4.125	0.9625	240396
4.125	0.9675	232671
4.125	0.9725	215330
4.125	0.9775	226991
4.125	0.9825	219819
4.125	0.9875	218298
4.125	0.9925	204352
4.125	0.9975	194927
4.175	0.3825	833892
4.175	0.3875	2.66852e+06
4.175	0.3925	2.75743e+06
4.175	0.3975	3.07587e+06
4.175	0.4025	2.69758e+06
4.175	0.4075	4.20597e+06
4.175	0.4125	6.63756e+06
4.175	0.4175	7.31824e+06
4.175	0.4225	7.28373e+06
4.175	0.4275	6.87603e+06
4.175	0.4325	6.44232e+06
4.175	0.4375	6.6475e+06
4.175	0.4425	7.54741e+06
4.175	0.4475	8.32739e+06
4.175	0.4525	7.66886e+06
4.175	0.4575	7.41092e+06
4.175	0.4625	7.42367e+06
4.175	0.4675	7.22828e+06
4.175	0.4725	7.01522e+06
4.175	0.4775	6.57323e+06
4.175	0.4825	6.3698e+06
4.175	0.4875	6.36131e+06
4.175	0.4925	6.29192e+06
4.175	0.4975	6.22143e+06
4.175	0.5025	6.02251e+06
4.175	0.5075	5.64441e+06
4.175	0.5125	5.63756e+06
4.175	0.5175	5.35222e+06
4.175	0.5225	5.38488e+06
4.175	0.5275	5.16595e+06
4.175	0.5325	4.73309e+06
4.175	0.5375	4.66454e+06
4.175	0.5425	4.49969e+06
4.175	0.5475	4.33022e+06
4.175	0.5525	4.39218e+06
4.175	0.5575	4.38241e+06
4.175	0.5625	3.83554e+06
4.175	0.5675	3.86042e+06
4.175	0.5725	3.87019e+06
4.175	0.5775	3.75215e+06
4.175	0.5825	3.60041e+06
4.175	0.5875	3.49775e+06
4.175	0.5925	3.25798e+06
4.175	0.5975	3.15546e+06
4.175	0.6025	2.94849e+06
4.175	0.6075	2.96215e+06
4.175	0.6125	3.09008e+06
4.175	0.6175	2.6941e+06
4.175	0.6225	2.66888e+06
4.175	0.6275	2.63241e+06
4.175	0.6325	2.59974e+06
4.175	0.6375	2.40784e+06
4.175	0.6425	2.35493e+06
4.175	0.6475	2.22073e+06
4.175	0.6525	2.20193e+06
4.175	0.6575	2.15111e+06
4.175	0.6625	2.23514e+06
4.175	0.6675	2.06239e+06
4.175	0.6725	1.91092e+06
4.175	0.6775	1.76227e+06
4.175	0.6825	1.70568e+06
4.175	0.6875	1.66789e+06
4.175	0.6925	1.6146e+06
4.175	0.6975	1.55133e+06
4.175	0.7025	1.57646e+06
4.175	0.7075	1.48605e+06
4.175	0.7125	1.34644e+06
4.175	0.7175	1.30836e+06
4.175	0.7225	1.36474e+06
4.175	0.7275	1.26599e+06
4.175	0.7325	1.291e+06
4.175	0.7375	1.29079e+06
4.175	0.7425	1.19501e+06
4.175	0.7475	1.08591e+06
4.175	0.7525	1.04102e+06
4.175	0.7575	1.04732e+06
4.175	0.7625	894593
4.175	0.7675	893442
4.175	0.7725	962800
4.175	0.7775	979820
4.175	0.7825	875467
4.175	0.7875	826127
4.175	0.7925	760859
4.175	0.7975	705001
4.175	0.8025	742037
4.175	0.8075	721178
4.175	0.8125	707684
4.175	0.8175	709170
4.175	0.8225	699121
4.175	0.8275	631200
4.175	0.8325	569413
4.175	0.8375	543115
4.175	0.8425	552598
4.175	0.8475	533819
4.175	0.8525	528710
4.175	0.8575	479677
4.175	0.8625	450380
4.175	0.8675	423914
4.175	0.8725	435448
4.175	0.8775	409864
4.175	0.8825	415106
4.175	0.8875	396483
4.175	0.8925	380975
4.175	0.8975	383926
4.175	0.9025	373855
4.175	0.9075	366919
4.175	0.9125	329909
4.175	0.9175	290568
4.175	0.9225	282353
4.175	0.9275	273676
4.175	0.9325	279780
4.175	0.9375	294862
4.175	0.9425	272251
4.175	0.9475	250838
4.175	0.9525	249897
4.175	0.9575	226825
4.175	0.9625	229718
4.175	0.9675	217911
4.175	0.9725	197120
4.175	0.9775	213799
4.175	0.9825	198347
4.175	0.9875	197166
4.175	0.9925	212351
4.175	0.9975	188050
4.225	0.3875	29941
4.225	0.3925	1.13159e+06
4.225	0.3975	2.2678e+06
4.225	0.4025	2.91221e+06
4.225	0.4075	2.51788e+06
4.225	0.4125	2.70606e+06
4.225	0.4175	3.92693e+06
4.225	0.4225	5.8012e+06
4.225	0.4275	6.88871e+06
4.225	0.4325	6.72876e+06
4.225	0.4375	6.15998e+06
4.225	0.4425	5.86618e+06
4.225	0.4475	6.01807e+06
4.225	0.4525	7.00375e+06
4.225	0.4575	7.04182e+06
4.225	0.4625	7.12194e+06
4.225	0.4675	7.03383e+06
4.225	0.4725	6.74968e+06
4.225	0.4775	6.57053e+06
4.225	0.4825	6.27871e+06
4.225	0.4875	6.03983e+06
4.225	0.4925	5.95268e+06
4.225	0.4975	6.11963e+06
4.225	0.5025	5.80808e+06
4.225	0.5075	5.55306e+06
4.225	0.5125	5.33306e+06
4.225	0.5175	5.34895e+06
4.225	0.5225	4.95737e+06
4.225	0.5275	4.87072e+06
4.225	0.5325	4.95393e+06
4.225	0.5375	4.76356e+06
4.225	0.5425	4.32385e+06
4.225	0.5475	4.06827e+06
4.225	0.5525	3.89035e+06
4.225	0.5575	3.87375e+06
4.225	0.5625	4.10126e+06
4.225	0.5675	3.63483e+06
4.225	0.5725	3.53888e+06
4.225	0.5775	3.45154e+06
4.225	0.5825	3.342e+06
4.225	0.5875	3.32138e+06
4.225	0.5925	3.11119e+06
4.225	0.5975	3.13971e+06
4.225	0.6025	3.05978e+06
4.225	0.6075	2.73552e+06
4.225	0.6125	2.80768e+06
4.225	0.6175	2.7384e+06
4.225	0.6225	2.77924e+06
4.225	0.6275	2.59089e+06
4.225	0.6325	2.45353e+06
4.225	0.6375	2.46245e+06
4.225	0.6425	2.308e+06
4.225	0.6475	2.18485e+06
4.225	0.6525	2.14557e+06
4.225	0.6575	2.05247e+06
4.225	0.6625	2.08031e+06
4.225	0.6675	2.01205e+06
4.225	0.6725	1.92436e+06
4.225	0.6775	1.90207e+06
4.225	0.6825	1.72479e+06
4.225	0.6875	1.61745e+06
4.225	0.6925	1.4854e+06
4.225	0.6975	1.53431e+06
4.225	0.7025	1.37546e+06
4.225	0.7075	1.46068e+06
4.225	0.7125	1.36209e+06
4.225	0.7175	1.32618e+06
4.225	0.7225	1.18181e+06
4.225	0.7275	1.21182e+06
4.225	0.7325	1.21865e+06
4.225	0.7375	1.07894e+06
4.225	0.7425	1.14632e+06
4.225	0.7475	1.13123e+06
4.225	0.7525	1.0215e+06
4.225	0.7575	980527
4.225	0.7625	911603
4.225	0.7675	872353
4.225	0.7725	858602
4.225	0.7775	913133
4.225	0.7825	938043
4.225	0.7875	872444
4.225	0.7925	804013
4.225	0.7975	717162
4.225	0.8025	676860
4.225	0.8075	670886
4.225	0.8125	661418
4.225	0.8175	665533
4.225	0.8225	651310
4.225	0.8275	674413
4.225	0.8325	595033
4.225	0.8375	574807
4.225	0.8425	544445
4.225	0.8475	480780
4.225	0.8525	460581
4.225	0.8575	461095
4.225	0.8625	449806
4.225	0.8675	433920
4.225	0.8725	374463
4.225	0.8775	394930
4.225	0.8825	392934
4.225	0.8875	364033
4.225	0.8925	366147
4.225	0.8975	338368
4.225	0.9025	331645
4.225	0.9075	326983
4.225	0.9125	344717
4.225	0.9175	324437
4.225	0.9225	293112
4.225	0.9275	278070
4.225	0.9325	247956
4.225	0.9375	249458
4.225	0.9425	266128
4.225	0.9475	249736
4.225	0.9525	257303
4.225	0.9575	247267
4.225	0.9625	227484
4.225	0.9675	223503
4.225	0.9725	220070
4.225	0.9775	221675
4.225	0.9825	195442
4.225	0.9875	184636
4.225	0.9925	178075
4.225	0.9975	170308
4.275	0.3975	94664.2
4.275	0.4025	1.12616e+06
4.275	0.4075	2.64157e+06
4.275	0.4125	2.459e+06
4.275	0.4175	2.52613e+06
4.275	0.4225	2.42352e+06
4.275	0.4275	3.26013e+06
4.275	0.4325	5.68746e+06
4.275	0.4375	6.09709e+06
4.275	0.4425	5.98014e+06
4.275	0.4475	5.45556e+06
4.275	0.4525	5.5051e+06
4.275	0.4575	5.63253e+06
4.275	0.4625	5.84029e+06
4.275	0.4675	6.32048e+06
4.275	0.4725	6.42929e+06
4.275	0.4775	6.19413e+06
4.275	0.4825	6.23283e+06
4.275	0.4875	5.83436e+06
4.275	0.4925	5.61617e+06
4.275	0.4975	5.64268e+06
4.275	0.5025	5.43099e+06
4.275	0.5075	5.31671e+06
4.275	0.5125	5.42004e+06
4.275	0.5175	5.12274e+06
4.275	0.5225	4.98407e+06
4.275	0.5275	4.7745e+06
4.275	0.5325	4.55872e+06
4.275	0.5375	4.57682e+06
4.275	0.5425	4.30711e+06
4.275	0.5475	4.13654e+06
4.275	0.5525	4.03756e+06
4.275	0.5575	3.80847e+06
4.275	0.5625	3.76391e+06
4.275	0.5675	3.59641e+06
4.275	0.5725	3.47519e+06
4.275	0.5775	3.41238e+06
4.275	0.5825	3.16508e+06
4.275	0.5875	3.14003e+06
4.275	0.5925	3.14571e+06
4.275	0.5975	3.02263e+06
4.275	0.6025	3.04282e+06
4.275	0.6075	2.83412e+06
4.275	0.6125	2.71604e+06
4.275	0.6175	2.60798e+06
4.275	0.6225	2.57734e+06
4.275	0.6275	2.60578e+06
4.275	0.6325	2.39521e+06
4.275	0.6375	2.21827e+06
4.275	0.6425	2.25121e+06
4.275	0.6475	2.26917e+06
4.275	0.6525	2.10193e+06
4.275	0.6575	2.03035e+06
4.275	0.6625	1.87714e+06
4.275	0.6675	1.90956e+06
4.275	0.6725	1.85553e+06
4.275	0.6775	1.80292e+06
4.275	0.6825	1.78615e+06
4.275	0.6875	1.63453e+06
4.275	0.6925	1.49141e+06
4.275	0.6975	1.45973e+06
4.275	0.7025	1.36359e+06
4.275	0.7075	1.31593e+06
4.275	0.7125	1.2993e+06
4.275	0.7175	1.24252e+06
4.275	0.7225	1.26509e+06
4.275	0.7275	1.20073e+06
4.275	0.7325	1.09354e+06
4.275	0.7375	1.10329e+06
4.275	0.7425	1.07967e+06
4.275	0.7475	1.03814e+06
4.275	0.7525	1.02654e+06
4.275	0.7575	1.03604e+06
4.275	0.7625	907914
4.275	0.7675	886099
4.275	0.7725	855164
4.275	0.7775	841233
4.275	0.7825	864305
4.275	0.7875	815012
4.275	0.7925	856684
4.275	0.7975	728152
4.275	0.8025	693514
4.275	0.8075	662118
4.275	0.8125	666687
4.275	0.8175	623254
4.275	0.8225	593471
4.275	0.8275	602372
4.275	0.8325	608332
4.275	0.8375	576529
4.275	0.8425	568756
4.275	0.8475	492787
4.275	0.8525	453512
4.275	0.8575	441106
4.275	0.8625	446369
4.275	0.8675	428420
4.275	0.8725	406826
4.275	0.8775	392392
4.275	0.8825	366841
4.275	0.8875	326992
4.275	0.8925	345213
4.275	0.8975	323752
4.275	0.9025	344262
4.275	0.9075	320096
4.275	0.9125	297000
4.275	0.9175	289162
4.275	0.9225	293853
4.275	0.9275	268202
4.275	0.9325	254513
4.275	0.9375	252278
4.275	0.9425	227869
4.275	0.9475	209988
4.275	0.9525	216475
4.275	0.9575	227588
4.275	0.9625	219436
4.275	0.9675	203100
4.275	0.9725	200470
4.275	0.9775	186078
4.275	0.9825	181759
4.275	0.9875	193368
4.275	0.9925	189274
4.275	0.9975	168369
4.325	0.4075	209500
4.325	0.4125	1.47419e+06
4.325	0.4175	2.22456e+06
4.325	0.4225	2.39692e+06
4.325	0.4275	2.35134e+06
4.325	0.4325	2.16305e+06
4.325	0.4375	2.95174e+06
4.325	0.4425	4.61822e+06
4.325	0.4475	5.60064e+06
4.325	0.4525	5.13307e+06
4.325	0.4575	5.32375e+06
4.325	0.4625	5.18073e+06
4.325	0.4675	5.08338e+06
4.325	0.4725	4.73096e+06
4.325	0.4775	5.70323e+06
4.325	0.4825	5.90693e+06
4.325	0.4875	6.03677e+06
4.325	0.4925	5.45478e+06
4.325	0.4975	5.57778e+06
4.325	0.5025	5.17499e+06
4.325	0.5075	5.28491e+06
4.325	0.5125	4.99733e+06
4.325	0.5175	5.02704e+06
4.325	0.5225	4.80811e+06
4.325	0.5275	4.77866e+06
4.325	0.5325	4.61035e+06
4.325	0.5375	4.2973e+06
4.325	0.5425	4.3757e+06
4.325	0.5475	4.13469e+06
4.325	0.5525	3.95299e+06
4.325	0.5575	3.81766e+06
4.325	0.5625	3.5656e+06
4.325	0.5675	3.47972e+06
4.325	0.5725	3.51495e+06
4.325	0.5775	3.31652e+06
4.325	0.5825	3.28293e+06
4.325	0.5875	3.26239e+06
4.325	0.5925	3.10568e+06
4.325	0.5975	2.92681e+06
4.325	0.6025	2.89886e+06
4.325	0.6075	2.73137e+06
4.325	0.6125	2.68299e+06
4.325	0.6175	2.56065e+06
4.325	0.6225	2.46218e+06
4.325	0.6275	2.22531e+06
4.325	0.6325	2.45057e+06
4.325	0.6375	2.27314e+06
4.325	0.6425	2.27953e+06
4.325	0.6475	2.08839e+06
4.325	0.6525	2.09672e+06
4.325	0.6575	1.98599e+06
4.325	0.6625	1.83058e+06
4.325	0.6675	1.78791e+06
4.325	0.6725	1.84936e+06
4.325	0.6775	1.84019e+06
4.325	0.6825	1.70132e+06
4.325	0.6875	1.61511e+06
4.325	0.6925	1.50164e+06
4.325	0.6975	1.40544e+06
4.325	0.7025	1.36074e+06
4.325	0.7075	1.28488e+06
4.325	0.7125	1.28598e+06
4.325	0.7175	1.19678e+06
4.325	0.7225	1.16076e+06
4.325	0.7275	1.14209e+06
4.325	0.7325	1.16153e+06
4.325	0.7375	1.12208e+06
4.325	0.7425	965295
4.325	0.7475	1.0119e+06
4.325	0.7525	966987
4.325	0.7575	975124
4.325	0.7625	946953
4.325	0.7675	880357
4.325	0.7725	832096
4.325	0.7775	797232
4.325	0.7825	765217
4.325	0.7875	754869
4.325	0.7925	729396
4.325	0.7975	741380
4.325	0.8025	713734
4.325	0.8075	653450
4.325	0.8125	617417
4.325	0.8175	649127
4.325	0.8225	591333
4.325	0.8275	533204
4.325	0.8325	529263
4.325	0.8375	505907
4.325	0.8425	516645
4.325	0.8475	472721
4.325	0.8525	492857
4.325	0.8575	447908
4.325	0.8625	394639
4.325	0.8675	394803
4.325	0.8725	406033
4.325	0.8775	375678
4.325	0.8825	376625
4.325	0.8875	355824
4.325	0.8925	330708
4.325	0.8975	317383
4.325	0.9025	324924
4.325	0.9075	304334
4.325	0.9125	295887
4.325	0.9175	283098
4.325	0.9225	279991
4.325	0.9275	259489
4.325	0.9325	261605
4.325	0.9375	242635
4.325	0.9425	241065
4.325	0.9475	236755
4.325	0.9525	204186
4.325	0.9575	207146
4.325	0.9625	210337
4.325	0.9675	197654
4.325	0.9725	205210
4.325	0.9775	199798
4.325	0.9825	186411
4.325	0.9875	182640
4.325	0.9925	176475
4.325	0.9975	170910
4.375	0.4175	283769
4.375	0.4225	1.28366e+06
4.375	0.4275	2.27612e+06
4.375	0.4325	2.16741e+06
4.375	0.4375	2.01729e+06
4.375	0.4425	1.97514e+06
4.375	0.4475	2.63333e+06
4.375	0.4525	3.92945e+06
4.375	0.4575	4.71559e+06
4.375	0.4625	4.98922e+06
4.375	0.4675	5.08636e+06
4.375	0.4725	4.80812e+06
4.375	0.4775	4.45728e+06
4.375	0.4825	4.77453e+06
4.375	0.4875	5.04141e+06
4.375	0.4925	5.31426e+06
4.375	0.4975	5.16199e+06
4.375	0.5025	5.02857e+06
4.375	0.5075	4.78296e+06
4.375	0.5125	5.04415e+06
4.375	0.5175	4.77539e+06
4.375	0.5225	4.72429e+06
4.375	0.5275	4.39578e+06
4.375	0.5325	4.37264e+06
4.375	0.5375	4.2592e+06
4.375	0.5425	4.21668e+06
4.375	0.5475	4.04238e+06
4.375	0.5525	3.94164e+06
4.375	0.5575	3.70714e+06
4.375	0.5625	3.50678e+06
4.375	0.5675	3.36256e+06
4.375	0.5725	3.21487e+06
4.375	0.5775	3.24712e+06
4.375	0.5825	3.2281e+06
4.375	0.5875	3.13889e+06
4.375	0.5925	3.02736e+06
4.375	0.5975	2.83336e+06
4.375	0.6025	2.91946e+06
4.375	0.6075	2.74716e+06
4.375	0.6125	2.63482e+06
4.375	0.6175	2.59963e+06
4.375	0.6225	2.37158e+06
4.375	0.6275	2.30683e+06
4.375	0.6325	2.131e+06
4.375	0.6375	2.23291e+06
4.375	0.6425	2.27312e+06
4.375	0.6475	2.08284e+06
4.375	0.6525	1.95549e+06
4.375	0.6575	1.90618e+06
4.375	0.6625	1.89849e+06
4.375	0.6675	1.76662e+06
4.375	0.6725	1.71944e+06
4.375	0.6775	1.60143e+06
4.375	0.6825	1.74484e+06
4.375	0.6875	1.59578e+06
4.375	0.6925	1.49681e+06
4.375	0.6975	1.46065e+06
4.375	0.7025	1.37276e+06
4.375	0.7075	1.36128e+06
4.375	0.7125	1.2424e+06
4.375	0.7175	1.20919e+06
4.375	0.7225	1.15344e+06
4.375	0.7275	1.14984e+06
4.375	0.7325	1.0858e+06
4.375	0.7375	1.02854e+06
4.375	0.7425	1.0411e+06
4.375	0.7475	938629
4.375	0.7525	898374
4.375	0.7575	909158
4.375	0.7625	876601
4.375	0.7675	842697
4.375	0.7725	886995
4.375	0.7775	816286
4.375	0.7825	748179
4.375	0.7875	698481
4.375	0.7925	681708
4.375	0.7975	702214
4.375	0.8025	688863
4.375	0.8075	671772
4.375	0.8125	597988
4.375	0.8175	571455
4.375	0.8225	560424
4.375	0.8275	583864
4.375	0.8325	526957
4.375	0.8375	459985
4.375	0.8425	446219
4.375	0.8475	447562
4.375	0.8525	459865
4.375	0.8575	461341
4.375	0.8625	452422
4.375	0.8675	411039
4.375	0.8725	381840
4.375	0.8775	349131
4.375	0.8825	350923
4.375	0.8875	335545
4.375	0.8925	332074
4.375	0.8975	328198
4.375	0.9025	301433
4.375	0.9075	274603
4.375	0.9125	277452
4.375	0.9175	255214
4.375	0.9225	246142
4.375	0.9275	249784
4.375	0.9325	241979
4.375	0.9375	228643
4.375	0.9425	235480
4.375	0.9475	227516
4.375	0.9525	202840
4.375	0.9575	202631
4.375	0.9625	186786
4.375	0.9675	175141
4.375	0.9725	188815
4.375	0.9775	184993
4.375	0.9825	168921
4.375	0.9875	179632
4.375	0.9925	158998
4.375	0.9975	153359
4.425	0.4275	277431
4.425	0.4325	1.4768e+06
4.425	0.4375	2.00533e+06
4.425	0.4425	1.89034e+06
4.425	0.4475	1.86053e+06
4.425	0.4525	1.99688e+06
4.425	0.4575	1.92361e+06
4.425	0.4625	3.1255e+06
4.425	0.4675	4.42988e+06
4.425	0.4725	4.83027e+06
4.425	0.4775	4.64579e+06
4.425	0.4825	4.09452e+06
4.425	0.4875	4.41918e+06
4.425	0.4925	4.51308e+06
4.425	0.4975	4.30006e+06
4.425	0.5025	4.49038e+06
4.425	0.5075	4.69568e+06
4.425	0.5125	4.7021e+06
4.425	0.5175	4.59875e+06
4.425	0.5225	4.45802e+06
4.425	0.5275	4.40377e+06
4.425	0.5325	4.34387e+06
4.425	0.5375	4.00536e+06
4.425	0.5425	4.14036e+06
4.425	0.5475	4.05347e+06
4.425	0.5525	3.72645e+06
4.425	0.5575	3.61957e+06
4.425	0.5625	3.41013e+06
4.425	0.5675	3.41207e+06
4.425	0.5725	3.13875e+06
4.425	0.5775	3.1306e+06
4.425	0.5825	3.07245e+06
4.425	0.5875	3.0705e+06
4.425	0.5925	2.93353e+06
4.425	0.5975	2.91526e+06
4.425	0.6025	2.71352e+06
4.425	0.6075	2.70187e+06
4.425	0.6125	2.62601e+06
4.425	0.6175	2.53369e+06
4.425	0.6225	2.51382e+06
4.425	0.6275	2.32532e+06
4.425	0.6325	2.13236e+06
4.425	0.6375	2.09085e+06
4.425	0.6425	2.03547e+06
4.425	0.6475	2.05355e+06
4.425	0.6525	1.99505e+06
4.425	0.6575	1.82661e+06
4.425	0.6625	1.79289e+06
4.425	0.6675	1.75068e+06
4.425	0.6725	1.71505e+06
4.425	0.6775	1.56654e+06
4.425	0.6825	1.50527e+06
4.425	0.6875	1.52168e+06
4.425	0.6925	1.57218e+06
4.425	0.6975	1.40534e+06
4.425	0.7025	1.38025e+06
4.425	0.7075	1.25236e+06
4.425	0.7125	1.2195e+06
4.425	0.7175	1.2048e+06
4.425	0.7225	1.16033e+06
4.425	0.7275	1.10234e+06
4.425	0.7325	1.11026e+06
4.425	0.7375	1.05062e+06
4.425	0.7425	1.01e+06
4.425	0.7475	962448
4.425	0.7525	888600
4.425	0.7575	859396
4.425	0.7625	833214
4.425	0.7675	790413
4.425	0.7725	814211
4.425	0.7775	792020
4.425	0.7825	745306
4.425	0.7875	690514
4.425	0.7925	628888
4.425	0.7975	646048
4.425	0.8025	603421
4.425	0.8075	633058
4.425	0.8125	588350
4.425	0.8175	614477
4.425	0.8225	567859
4.425	0.8275	517659
4.425	0.8325	539048
4.425	0.8375	529402
4.425	0.8425	464482
4.425	0.8475	425349
4.425	0.8525	411552
4.425	0.8575	428298
4.425	0.8625	414190
4.425	0.8675	407299
4.425	0.8725	396427
4.425	0.8775	386189
4.425	0.8825	333005
4.425	0.8875	339326
4.425	0.8925	308420
4.425	0.8975	319890
4.425	0.9025	298598
4.425	0.9075	294582
4.425	0.9125	268805
4.425	0.9175	251519
4.425	0.9225	249459
4.425	0.9275	221697
4.425	0.9325	235765
4.425	0.9375	233444
4.425	0.9425	216842
4.425	0.9475	209049
4.425	0.9525	207796
4.425	0.9575	201075
4.425	0.9625	184903
4.425	0.9675	181878
4.425	0.9725	164444
4.425	0.9775	163236
4.425	0.9825	163028
4.425	0.9875	154784
4.425	0.9925	151852
4.425	0.9975	155840
4.475	0.4375	324460
4.475	0.4425	1.22648e+06
4.475	0.4475	1.82442e+06
4.475	0.4525	1.78942e+06
4.475	0.4575	1.8876e+06
4.475	0.4625	1.55325e+06
4.475	0.4675	1.63428e+06
4.475	0.4725	2.59765e+06
4.475	0.4775	3.97416e+06
4.475	0.4825	4.31691e+06
4.475	0.4875	3.96745e+06
4.475	0.4925	4.14802e+06
4.475	0.4975	4.29336e+06
4.475	0.5025	3.87534e+06
4.475	0.5075	3.94402e+06
4.475	0.5125	3.89685e+06
4.475	0.5175	4.00387e+06
4.475	0.5225	4.40816e+06
4.475	0.5275	4.2283e+06
4.475	0.5325	4.03293e+06
4.475	0.5375	4.07336e+06
4.475	0.5425	3.80993e+06
4.475	0.5475	3.85525e+06
4.475	0.5525	3.83669e+06
4.475	0.5575	3.49711e+06
4.475	0.5625	3.39171e+06
4.475	0.5675	3.35538e+06
4.475	0.5725	3.15535e+06
4.475	0.5775	3.08879e+06
4.475	0.5825	2.93532e+06
4.475	0.5875	2.79727e+06
4.475	0.5925	2.82825e+06
4.475	0.5975	2.71248e+06
4.475	0.6025	2.74402e+06
4.475	0.6075	2.64038e+06
4.475	0.6125	2.42598e+06
4.475	0.6175	2.57435e+06
4.475	0.6225	2.36138e+06
4.475	0.6275	2.38761e+06
4.475	0.6325	2.26549e+06
4.475	0.6375	2.08937e+06
4.475	0.6425	2.0756e+06
4.475	0.6475	1.98535e+06
4.475	0.6525	1.9153e+06
4.475	0.6575	1.9163e+06
4.475	0.6625	1.74299e+06
4.475	0.6675	1.58228e+06
4.475	0.6725	1.64494e+06
4.475	0.6775	1.61574e+06
4.475	0.6825	1.44542e+06
4.475	0.6875	1.44848e+06
4.475	0.6925	1.39631e+06
4.475	0.6975	1.43796e+06
4.475	0.7025	1.37272e+06
4.475	0.7075	1.26298e+06
4.475	0.7125	1.21566e+06
4.475	0.7175	1.19714e+06
4.475	0.7225	1.11421e+06
4.475	0.7275	1.09768e+06
4.475	0.7325	1.03972e+06
4.475	0.7375	988360
4.475	0.7425	990310
4.475	0.7475	1.00478e+06
4.475	0.7525	887552
4.475	0.7575	921409
4.475	0.7625	855554
4.475	0.7675	851715
4.475	0.7725	769624
4.475	0.7775	792021
4.475	0.7825	758056
4.475	0.7875	696723
4.475	0.7925	685810
4.475	0.7975	619793
4.475	0.8025	595376
4.475	0.8075	546211
4.475	0.8125	547272
4.475	0.8175	578709
4.475	0.8225	560329
4.475	0.8275	531281
4.475	0.8325	507329
4.475	0.8375	454740
4.475	0.8425	467892
4.475	0.8475	468901
4.475	0.8525	412142
4.475	0.8575	362300
4.475	0.8625	338760
4.475	0.8675	364618
4.475	0.8725	365030
4.475	0.8775	379575
4.475	0.8825	338876
4.475	0.8875	303644
4.475	0.8925	297564
4.475	0.8975	268182
4.475	0.9025	268244
4.475	0.9075	279374
4.475	0.9125	272089
4.475	0.9175	262276
4.475	0.9225	241774
4.475	0.9275	234902
4.475	0.9325	225583
4.475	0.9375	213953
4.475	0.9425	206656
4.475	0.9475	210045
4.475	0.9525	192617
4.475	0.9575	191432
4.475	0.9625	177632
4.475	0.9675	183888
4.475	0.9725	172385
4.475	0.9775	163485
4.475	0.9825	150088
4.475	0.9875	155654
4.475	0.9925	149184
4.475	0.9975	143501
4.525	0.4475	268035
4.525	0.4525	1.0772e+06
4.525	0.4575	1.6569e+06
4.525	0.4625	1.79208e+06
4.525	0.4675	1.47739e+06
4.525	0.4725	1.47384e+06
4.525	0.4775	1.39823e+06
4.525	0.4825	2.0767e+06
4.525	0.4875	3.09296e+06
4.525	0.4925	3.57462e+06
4.525	0.4975	3.99725e+06
4.525	0.5025	4.03865e+06
4.525	0.5075	3.70497e+06
4.525	0.5125	3.62795e+06
4.525	0.5175	3.59346e+06
4.525	0.5225	3.44687e+06
4.525	0.5275	3.49846e+06
4.525	0.5325	3.69949e+06
4.525	0.5375	3.89313e+06
4.525	0.5425	3.9289e+06
4.525	0.5475	3.58863e+06
4.525	0.5525	3.52822e+06
4.525	0.5575	3.51709e+06
4.525	0.5625	3.47431e+06
4.525	0.5675	3.19005e+06
4.525	0.5725	3.14698e+06
4.525	0.5775	3.13539e+06
4.525	0.5825	2.83361e+06
4.525	0.5875	2.63892e+06
4.525	0.5925	2.70927e+06
4.525	0.5975	2.65765e+06
4.525	0.6025	2.63359e+06
4.525	0.6075	2.51913e+06
4.525	0.6125	2.48602e+06
4.525	0.6175	2.31534e+06
4.525	0.6225	2.42799e+06
4.525	0.6275	2.22764e+06
4.525	0.6325	2.1466e+06
4.525	0.6375	2.238e+06
