Q2_center	xbj_center       N_total	
1.875	0.2925	8.66601e+07
1.875	0.2975	8.08653e+07
1.875	0.3025	8.0666e+07
1.875	0.3075	7.81478e+07
1.875	0.3125	7.26761e+07
1.875	0.3175	6.90872e+07
1.875	0.3225	6.79984e+07
1.875	0.3275	6.85033e+07
1.875	0.3325	6.81588e+07
1.875	0.3375	6.57072e+07
1.875	0.3425	6.19339e+07
1.875	0.3475	6.08753e+07
1.875	0.3525	6.3419e+07
1.875	0.3575	5.56393e+07
1.875	0.3625	5.61682e+07
1.875	0.3675	5.87353e+07
1.875	0.3725	5.5379e+07
1.875	0.3775	5.30862e+07
1.875	0.3825	5.01578e+07
1.875	0.3875	4.94419e+07
1.875	0.3925	4.89869e+07
1.875	0.3975	4.31512e+07
1.875	0.4025	4.21497e+07
1.875	0.4075	4.47498e+07
1.875	0.4125	4.80298e+07
1.875	0.4175	4.27059e+07
1.875	0.4225	3.99911e+07
1.875	0.4275	3.56065e+07
1.875	0.4325	3.38914e+07
1.875	0.4375	2.94235e+07
1.875	0.4425	2.76017e+07
1.875	0.4475	2.58626e+07
1.875	0.4525	2.22529e+07
1.875	0.4575	2.04478e+07
1.875	0.4625	1.87157e+07
1.875	0.4675	2.04689e+07
1.875	0.4725	1.72338e+07
1.875	0.4775	1.41168e+07
1.875	0.4825	1.30651e+07
1.875	0.4875	1.25954e+07
1.875	0.4925	1.14007e+07
1.875	0.4975	1.10432e+07
1.875	0.5025	1.20409e+07
1.875	0.5075	1.40658e+07
1.875	0.5125	1.22847e+07
1.875	0.5175	1.20548e+07
1.875	0.5225	1.06741e+07
1.875	0.5275	1.06978e+07
1.875	0.5325	9.96157e+06
1.875	0.5375	9.71313e+06
1.875	0.5425	9.25545e+06
1.875	0.5475	1.03786e+07
1.875	0.5525	1.11827e+07
1.875	0.5575	1.09768e+07
1.875	0.5625	1.12343e+07
1.875	0.5675	1.01615e+07
1.875	0.5725	9.72412e+06
1.875	0.5775	7.1449e+06
1.875	0.5825	8.41011e+06
1.875	0.5875	7.25717e+06
1.875	0.5925	7.03843e+06
1.875	0.5975	7.00407e+06
1.875	0.6025	7.60415e+06
1.875	0.6075	7.92956e+06
1.875	0.6125	7.79801e+06
1.875	0.6175	7.47102e+06
1.875	0.6225	7.08553e+06
1.875	0.6275	6.36443e+06
1.875	0.6325	6.05699e+06
1.875	0.6375	6.56265e+06
1.875	0.6425	6.07118e+06
1.875	0.6475	5.52597e+06
1.875	0.6525	5.13849e+06
1.875	0.6575	5.04434e+06
1.875	0.6625	5.58986e+06
1.875	0.6675	5.64632e+06
1.875	0.6725	7.3397e+06
1.875	0.6775	6.72136e+06
1.875	0.6825	6.45317e+06
1.875	0.6875	5.44866e+06
1.875	0.6925	5.15406e+06
1.875	0.6975	5.36354e+06
1.875	0.7025	5.00733e+06
1.875	0.7075	4.66706e+06
1.875	0.7125	4.6466e+06
1.875	0.7175	3.56291e+06
1.875	0.7225	2.72122e+06
1.875	0.7275	2.41517e+06
1.875	0.7325	2.304e+06
1.875	0.7375	2.91791e+06
1.875	0.7425	3.34625e+06
1.875	0.7475	3.36431e+06
1.875	0.7525	3.40832e+06
1.875	0.7575	2.89717e+06
1.875	0.7625	3.03791e+06
1.875	0.7675	3.12514e+06
1.875	0.7725	2.73404e+06
1.875	0.7775	3.12637e+06
1.875	0.7825	3.00338e+06
1.875	0.7875	2.63098e+06
1.875	0.7925	2.54335e+06
1.875	0.7975	2.58369e+06
1.875	0.8025	3.2341e+06
1.875	0.8075	3.30747e+06
1.875	0.8125	3.22805e+06
1.875	0.8175	3.40326e+06
1.875	0.8225	3.92334e+06
1.875	0.8275	3.84156e+06
1.875	0.8325	3.76981e+06
1.875	0.8375	3.65585e+06
1.875	0.8425	3.14884e+06
1.875	0.8475	2.44116e+06
1.875	0.8525	2.12194e+06
1.875	0.8575	2.34189e+06
1.875	0.8625	2.63543e+06
1.875	0.8675	2.54189e+06
1.875	0.8725	2.32908e+06
1.875	0.8775	1.90113e+06
1.875	0.8825	1.73268e+06
1.875	0.8875	1.38732e+06
1.875	0.8925	1.62577e+06
1.875	0.8975	1.60857e+06
1.875	0.9025	1.67302e+06
1.875	0.9075	1.80872e+06
1.875	0.9125	1.53179e+06
1.875	0.9175	1.4701e+06
1.875	0.9225	1.46033e+06
1.875	0.9275	1.72873e+06
1.875	0.9325	1.6626e+06
1.875	0.9375	1.64487e+06
1.875	0.9425	1.34494e+06
1.875	0.9475	1.44654e+06
1.875	0.9525	1.33726e+06
1.875	0.9575	942831
1.875	0.9625	806840
1.875	0.9675	669752
1.875	0.9725	788194
1.875	0.9775	720332
1.875	0.9825	740678
1.875	0.9875	798847
1.875	0.9925	843654
1.875	0.9975	581601
1.925	0.1175	2.62932e+07
1.925	0.1225	1.80398e+08
1.925	0.1275	2.388e+08
1.925	0.1325	2.35415e+08
1.925	0.1375	2.20722e+08
1.925	0.1425	2.12244e+08
1.925	0.1475	2.05976e+08
1.925	0.1525	1.97478e+08
1.925	0.1575	1.89058e+08
1.925	0.1625	1.85005e+08
1.925	0.1675	1.79217e+08
1.925	0.1725	1.68754e+08
1.925	0.1775	1.64508e+08
1.925	0.1825	1.54377e+08
1.925	0.1875	1.58021e+08
1.925	0.1925	1.51316e+08
1.925	0.1975	1.43942e+08
1.925	0.2025	1.34221e+08
1.925	0.2075	1.40675e+08
1.925	0.2125	1.39913e+08
1.925	0.2175	1.32329e+08
1.925	0.2225	1.22234e+08
1.925	0.2275	1.1903e+08
1.925	0.2325	1.14001e+08
1.925	0.2375	1.12323e+08
1.925	0.2425	1.12187e+08
1.925	0.2475	1.08378e+08
1.925	0.2525	1.00623e+08
1.925	0.2575	9.90314e+07
1.925	0.2625	9.21052e+07
1.925	0.2675	8.79708e+07
1.925	0.2725	9.00532e+07
1.925	0.2775	9.04364e+07
1.925	0.2825	9.07003e+07
1.925	0.2875	9.26246e+07
1.925	0.2925	7.60685e+07
1.925	0.2975	7.71379e+07
1.925	0.3025	7.68582e+07
1.925	0.3075	7.41042e+07
1.925	0.3125	7.43724e+07
1.925	0.3175	7.12428e+07
1.925	0.3225	6.85779e+07
1.925	0.3275	7.07657e+07
1.925	0.3325	6.45473e+07
1.925	0.3375	6.34267e+07
1.925	0.3425	6.32585e+07
1.925	0.3475	5.79487e+07
1.925	0.3525	5.27379e+07
1.925	0.3575	5.57191e+07
1.925	0.3625	5.73423e+07
1.925	0.3675	4.95816e+07
1.925	0.3725	5.07175e+07
1.925	0.3775	5.08465e+07
1.925	0.3825	4.97997e+07
1.925	0.3875	4.89618e+07
1.925	0.3925	4.55483e+07
1.925	0.3975	4.20989e+07
1.925	0.4025	4.47652e+07
1.925	0.4075	4.07398e+07
1.925	0.4125	3.83819e+07
1.925	0.4175	3.94784e+07
1.925	0.4225	4.26227e+07
1.925	0.4275	4.11362e+07
1.925	0.4325	3.64278e+07
1.925	0.4375	3.48462e+07
1.925	0.4425	3.54474e+07
1.925	0.4475	3.43153e+07
1.925	0.4525	3.37885e+07
1.925	0.4575	3.32715e+07
1.925	0.4625	3.47822e+07
1.925	0.4675	3.15311e+07
1.925	0.4725	2.93704e+07
1.925	0.4775	2.77833e+07
1.925	0.4825	2.64959e+07
1.925	0.4875	2.49538e+07
1.925	0.4925	2.50787e+07
1.925	0.4975	2.03201e+07
1.925	0.5025	1.80774e+07
1.925	0.5075	1.6745e+07
1.925	0.5125	1.81611e+07
1.925	0.5175	1.7367e+07
1.925	0.5225	1.59477e+07
1.925	0.5275	1.50213e+07
1.925	0.5325	1.35014e+07
1.925	0.5375	1.17818e+07
1.925	0.5425	1.03985e+07
1.925	0.5475	9.09384e+06
1.925	0.5525	8.58588e+06
1.925	0.5575	8.50964e+06
1.925	0.5625	9.20633e+06
1.925	0.5675	9.6477e+06
1.925	0.5725	1.00088e+07
1.925	0.5775	9.61945e+06
1.925	0.5825	8.7114e+06
1.925	0.5875	8.45854e+06
1.925	0.5925	6.75421e+06
1.925	0.5975	6.02853e+06
1.925	0.6025	6.13505e+06
1.925	0.6075	6.39182e+06
1.925	0.6125	6.16897e+06
1.925	0.6175	6.1726e+06
1.925	0.6225	6.89482e+06
1.925	0.6275	6.8387e+06
1.925	0.6325	6.28327e+06
1.925	0.6375	6.0337e+06
1.925	0.6425	6.30437e+06
1.925	0.6475	5.50205e+06
1.925	0.6525	5.18331e+06
1.925	0.6575	5.08042e+06
1.925	0.6625	4.98362e+06
1.925	0.6675	4.84065e+06
1.925	0.6725	4.34419e+06
1.925	0.6775	4.32962e+06
1.925	0.6825	4.78875e+06
1.925	0.6875	5.53851e+06
1.925	0.6925	5.82231e+06
1.925	0.6975	5.97754e+06
1.925	0.7025	5.20397e+06
1.925	0.7075	4.50079e+06
1.925	0.7125	4.36525e+06
1.925	0.7175	4.03223e+06
1.925	0.7225	4.3193e+06
1.925	0.7275	4.2101e+06
1.925	0.7325	3.8237e+06
1.925	0.7375	3.04414e+06
1.925	0.7425	2.33609e+06
1.925	0.7475	2.14402e+06
1.925	0.7525	2.04077e+06
1.925	0.7575	2.72314e+06
1.925	0.7625	2.99077e+06
1.925	0.7675	2.80236e+06
1.925	0.7725	3.06845e+06
1.925	0.7775	2.44796e+06
1.925	0.7825	2.60951e+06
1.925	0.7875	2.4779e+06
1.925	0.7925	2.51426e+06
1.925	0.7975	3.03783e+06
1.925	0.8025	2.63399e+06
1.925	0.8075	2.50481e+06
1.925	0.8125	2.40211e+06
1.925	0.8175	2.30009e+06
1.925	0.8225	2.78753e+06
1.925	0.8275	2.64354e+06
1.925	0.8325	3.00279e+06
1.925	0.8375	2.9549e+06
1.925	0.8425	3.1211e+06
1.925	0.8475	3.18473e+06
1.925	0.8525	3.19386e+06
1.925	0.8575	3.13844e+06
1.925	0.8625	2.56861e+06
1.925	0.8675	2.10424e+06
1.925	0.8725	2.20474e+06
1.925	0.8775	2.27071e+06
1.925	0.8825	2.15937e+06
1.925	0.8875	2.48671e+06
1.925	0.8925	2.31986e+06
1.925	0.8975	2.19229e+06
1.925	0.9025	1.80922e+06
1.925	0.9075	1.87323e+06
1.925	0.9125	1.50514e+06
1.925	0.9175	1.90708e+06
1.925	0.9225	1.9924e+06
1.925	0.9275	2.15626e+06
1.925	0.9325	2.09436e+06
1.925	0.9375	2.17559e+06
1.925	0.9425	2.05597e+06
1.925	0.9475	2.25838e+06
1.925	0.9525	2.21629e+06
1.925	0.9575	2.32321e+06
1.925	0.9625	2.26683e+06
1.925	0.9675	2.10332e+06
1.925	0.9725	1.57797e+06
1.925	0.9775	1.79636e+06
1.925	0.9825	1.57088e+06
1.925	0.9875	1.36544e+06
1.925	0.9925	1.49864e+06
1.925	0.9975	1.50551e+06
1.975	0.1175	216490
1.975	0.1225	4.45637e+07
1.975	0.1275	1.83058e+08
1.975	0.1325	2.24041e+08
1.975	0.1375	2.13981e+08
1.975	0.1425	2.04354e+08
1.975	0.1475	1.96137e+08
1.975	0.1525	1.9085e+08
1.975	0.1575	1.75665e+08
1.975	0.1625	1.72129e+08
1.975	0.1675	1.7227e+08
1.975	0.1725	1.65214e+08
1.975	0.1775	1.56856e+08
1.975	0.1825	1.57999e+08
1.975	0.1875	1.48256e+08
1.975	0.1925	1.45402e+08
1.975	0.1975	1.38918e+08
1.975	0.2025	1.39914e+08
1.975	0.2075	1.30859e+08
1.975	0.2125	1.26379e+08
1.975	0.2175	1.2587e+08
1.975	0.2225	1.2534e+08
1.975	0.2275	1.13846e+08
1.975	0.2325	1.0614e+08
1.975	0.2375	1.0649e+08
1.975	0.2425	1.04583e+08
1.975	0.2475	1.0526e+08
1.975	0.2525	9.71891e+07
1.975	0.2575	9.37299e+07
1.975	0.2625	8.92136e+07
1.975	0.2675	8.90549e+07
1.975	0.2725	8.32625e+07
1.975	0.2775	8.32886e+07
1.975	0.2825	8.09659e+07
1.975	0.2875	7.72426e+07
1.975	0.2925	8.64872e+07
1.975	0.2975	7.78854e+07
1.975	0.3025	7.01763e+07
1.975	0.3075	6.98807e+07
1.975	0.3125	6.75315e+07
1.975	0.3175	6.79282e+07
1.975	0.3225	6.72028e+07
1.975	0.3275	6.37209e+07
1.975	0.3325	6.35735e+07
1.975	0.3375	6.13792e+07
1.975	0.3425	5.78515e+07
1.975	0.3475	5.865e+07
1.975	0.3525	5.42567e+07
1.975	0.3575	5.35346e+07
1.975	0.3625	5.15989e+07
1.975	0.3675	4.90695e+07
1.975	0.3725	4.71418e+07
1.975	0.3775	4.54233e+07
1.975	0.3825	4.45272e+07
1.975	0.3875	4.72061e+07
1.975	0.3925	4.46484e+07
1.975	0.3975	4.35341e+07
1.975	0.4025	3.78713e+07
1.975	0.4075	3.811e+07
1.975	0.4125	4.04832e+07
1.975	0.4175	3.59661e+07
1.975	0.4225	3.35822e+07
1.975	0.4275	3.59378e+07
1.975	0.4325	3.44297e+07
1.975	0.4375	3.6802e+07
1.975	0.4425	3.23891e+07
1.975	0.4475	3.209e+07
1.975	0.4525	3.12596e+07
1.975	0.4575	3.14671e+07
1.975	0.4625	2.91302e+07
1.975	0.4675	2.88139e+07
1.975	0.4725	2.94502e+07
1.975	0.4775	3.06644e+07
1.975	0.4825	2.75597e+07
1.975	0.4875	2.54984e+07
1.975	0.4925	2.48298e+07
1.975	0.4975	2.65478e+07
1.975	0.5025	2.59978e+07
1.975	0.5075	2.37121e+07
1.975	0.5125	2.06135e+07
1.975	0.5175	1.97657e+07
1.975	0.5225	2.18969e+07
1.975	0.5275	2.22257e+07
1.975	0.5325	2.21397e+07
1.975	0.5375	2.11458e+07
1.975	0.5425	2.04871e+07
1.975	0.5475	1.88661e+07
1.975	0.5525	1.69364e+07
1.975	0.5575	1.60293e+07
1.975	0.5625	1.67547e+07
1.975	0.5675	1.71018e+07
1.975	0.5725	1.59927e+07
1.975	0.5775	1.40869e+07
1.975	0.5825	1.18704e+07
1.975	0.5875	1.08448e+07
1.975	0.5925	1.15943e+07
1.975	0.5975	1.11033e+07
1.975	0.6025	9.81011e+06
1.975	0.6075	8.77558e+06
1.975	0.6125	7.50963e+06
1.975	0.6175	7.68258e+06
1.975	0.6225	6.88506e+06
1.975	0.6275	6.24334e+06
1.975	0.6325	6.0231e+06
1.975	0.6375	6.13487e+06
1.975	0.6425	5.67713e+06
1.975	0.6475	5.48842e+06
1.975	0.6525	5.32818e+06
1.975	0.6575	5.17807e+06
1.975	0.6625	4.91463e+06
1.975	0.6675	4.50156e+06
1.975	0.6725	4.30993e+06
1.975	0.6775	4.19398e+06
1.975	0.6825	3.94693e+06
1.975	0.6875	3.88094e+06
1.975	0.6925	3.54216e+06
1.975	0.6975	3.62638e+06
1.975	0.7025	4.46283e+06
1.975	0.7075	5.04641e+06
1.975	0.7125	5.22789e+06
1.975	0.7175	4.99696e+06
1.975	0.7225	4.22759e+06
1.975	0.7275	4.01499e+06
1.975	0.7325	3.3965e+06
1.975	0.7375	3.49972e+06
1.975	0.7425	3.90659e+06
1.975	0.7475	3.3732e+06
1.975	0.7525	3.39881e+06
1.975	0.7575	2.31998e+06
1.975	0.7625	1.97908e+06
1.975	0.7675	1.88608e+06
1.975	0.7725	1.73374e+06
1.975	0.7775	2.50029e+06
1.975	0.7825	2.46352e+06
1.975	0.7875	2.38504e+06
1.975	0.7925	2.42897e+06
1.975	0.7975	2.16021e+06
1.975	0.8025	2.14766e+06
1.975	0.8075	2.2617e+06
1.975	0.8125	2.33816e+06
1.975	0.8175	2.39567e+06
1.975	0.8225	2.07767e+06
1.975	0.8275	1.99286e+06
1.975	0.8325	1.95883e+06
1.975	0.8375	1.97656e+06
1.975	0.8425	2.2734e+06
1.975	0.8475	2.38945e+06
1.975	0.8525	2.47077e+06
1.975	0.8575	2.40868e+06
1.975	0.8625	2.68768e+06
1.975	0.8675	2.68429e+06
1.975	0.8725	3.35588e+06
1.975	0.8775	2.69378e+06
1.975	0.8825	2.54631e+06
1.975	0.8875	2.08312e+06
1.975	0.8925	1.99545e+06
1.975	0.8975	1.79423e+06
1.975	0.9025	1.74757e+06
1.975	0.9075	1.85668e+06
1.975	0.9125	2.00209e+06
1.975	0.9175	1.85015e+06
1.975	0.9225	1.69246e+06
1.975	0.9275	1.50798e+06
1.975	0.9325	1.45154e+06
1.975	0.9375	1.39316e+06
1.975	0.9425	1.61135e+06
1.975	0.9475	1.74935e+06
1.975	0.9525	1.66603e+06
1.975	0.9575	1.76128e+06
1.975	0.9625	1.84764e+06
1.975	0.9675	1.71414e+06
1.975	0.9725	1.83686e+06
1.975	0.9775	2.0736e+06
1.975	0.9825	2.03332e+06
1.975	0.9875	2.05892e+06
1.975	0.9925	1.66489e+06
1.975	0.9975	1.42957e+06
2.025	0.1225	975413
2.025	0.1275	6.14112e+07
2.025	0.1325	1.81535e+08
2.025	0.1375	2.02764e+08
2.025	0.1425	1.94074e+08
2.025	0.1475	1.86902e+08
2.025	0.1525	1.81893e+08
2.025	0.1575	1.74382e+08
2.025	0.1625	1.62443e+08
2.025	0.1675	1.63995e+08
2.025	0.1725	1.59576e+08
2.025	0.1775	1.52522e+08
2.025	0.1825	1.4773e+08
2.025	0.1875	1.42986e+08
2.025	0.1925	1.35987e+08
2.025	0.1975	1.349e+08
2.025	0.2025	1.28127e+08
2.025	0.2075	1.31631e+08
2.025	0.2125	1.24198e+08
2.025	0.2175	1.19187e+08
2.025	0.2225	1.16141e+08
2.025	0.2275	1.13261e+08
2.025	0.2325	1.06306e+08
2.025	0.2375	9.84275e+07
2.025	0.2425	9.82434e+07
2.025	0.2475	1.0043e+08
2.025	0.2525	9.55003e+07
2.025	0.2575	9.07811e+07
2.025	0.2625	8.73365e+07
2.025	0.2675	8.24999e+07
2.025	0.2725	8.26533e+07
2.025	0.2775	7.73286e+07
2.025	0.2825	7.5237e+07
2.025	0.2875	7.43209e+07
2.025	0.2925	7.07832e+07
2.025	0.2975	7.52221e+07
2.025	0.3025	7.21305e+07
2.025	0.3075	6.64456e+07
2.025	0.3125	6.35069e+07
2.025	0.3175	6.1677e+07
2.025	0.3225	6.14433e+07
2.025	0.3275	6.15866e+07
2.025	0.3325	5.9912e+07
2.025	0.3375	5.73586e+07
2.025	0.3425	5.8393e+07
2.025	0.3475	5.5552e+07
2.025	0.3525	5.16144e+07
2.025	0.3575	5.16876e+07
2.025	0.3625	5.10894e+07
2.025	0.3675	4.73647e+07
2.025	0.3725	4.2937e+07
2.025	0.3775	4.27585e+07
2.025	0.3825	4.49652e+07
2.025	0.3875	4.15321e+07
2.025	0.3925	4.14075e+07
2.025	0.3975	3.83049e+07
2.025	0.4025	3.72699e+07
2.025	0.4075	4.14434e+07
2.025	0.4125	3.64889e+07
2.025	0.4175	3.65944e+07
2.025	0.4225	3.62294e+07
2.025	0.4275	3.35332e+07
2.025	0.4325	3.0646e+07
2.025	0.4375	3.04753e+07
2.025	0.4425	3.23698e+07
2.025	0.4475	3.34264e+07
2.025	0.4525	2.95755e+07
2.025	0.4575	2.89236e+07
2.025	0.4625	2.74127e+07
2.025	0.4675	2.83858e+07
2.025	0.4725	2.71583e+07
2.025	0.4775	2.60899e+07
2.025	0.4825	2.59103e+07
2.025	0.4875	2.72982e+07
2.025	0.4925	2.57162e+07
2.025	0.4975	2.43489e+07
2.025	0.5025	2.22387e+07
2.025	0.5075	2.15075e+07
2.025	0.5125	2.33293e+07
2.025	0.5175	2.25029e+07
2.025	0.5225	1.88223e+07
2.025	0.5275	1.81782e+07
2.025	0.5325	1.86702e+07
2.025	0.5375	1.88813e+07
2.025	0.5425	1.91955e+07
2.025	0.5475	1.90941e+07
2.025	0.5525	1.97243e+07
2.025	0.5575	1.71879e+07
2.025	0.5625	1.5948e+07
2.025	0.5675	1.46614e+07
2.025	0.5725	1.53424e+07
2.025	0.5775	1.65582e+07
2.025	0.5825	1.69213e+07
2.025	0.5875	1.48197e+07
2.025	0.5925	1.28303e+07
2.025	0.5975	1.27872e+07
2.025	0.6025	1.32125e+07
2.025	0.6075	1.31835e+07
2.025	0.6125	1.42299e+07
2.025	0.6175	1.19938e+07
2.025	0.6225	1.24314e+07
2.025	0.6275	1.15708e+07
2.025	0.6325	1.1226e+07
2.025	0.6375	1.01815e+07
2.025	0.6425	1.05691e+07
2.025	0.6475	9.75834e+06
2.025	0.6525	9.66454e+06
2.025	0.6575	9.24802e+06
2.025	0.6625	9.15889e+06
2.025	0.6675	9.80856e+06
2.025	0.6725	8.00058e+06
2.025	0.6775	6.3673e+06
2.025	0.6825	6.74539e+06
2.025	0.6875	6.41289e+06
2.025	0.6925	5.84962e+06
2.025	0.6975	5.47534e+06
2.025	0.7025	5.08859e+06
2.025	0.7075	4.88922e+06
2.025	0.7125	4.7611e+06
2.025	0.7175	5.19571e+06
2.025	0.7225	6.01394e+06
2.025	0.7275	5.67577e+06
2.025	0.7325	5.43635e+06
2.025	0.7375	4.60905e+06
2.025	0.7425	3.89301e+06
2.025	0.7475	3.53892e+06
2.025	0.7525	3.4832e+06
2.025	0.7575	3.38264e+06
2.025	0.7625	3.44136e+06
2.025	0.7675	2.90322e+06
2.025	0.7725	2.51497e+06
2.025	0.7775	1.89035e+06
2.025	0.7825	1.74157e+06
2.025	0.7875	1.54492e+06
2.025	0.7925	1.56476e+06
2.025	0.7975	1.90076e+06
2.025	0.8025	2.05689e+06
2.025	0.8075	2.12918e+06
2.025	0.8125	2.00404e+06
2.025	0.8175	1.94129e+06
2.025	0.8225	1.64835e+06
2.025	0.8275	2.02626e+06
2.025	0.8325	2.04588e+06
2.025	0.8375	2.22564e+06
2.025	0.8425	2.06366e+06
2.025	0.8475	1.62935e+06
2.025	0.8525	1.69319e+06
2.025	0.8575	1.68051e+06
2.025	0.8625	1.77725e+06
2.025	0.8675	1.96019e+06
2.025	0.8725	2.12058e+06
2.025	0.8775	1.96275e+06
2.025	0.8825	2.07906e+06
2.025	0.8875	2.17189e+06
2.025	0.8925	2.35716e+06
2.025	0.8975	2.55953e+06
2.025	0.9025	2.28536e+06
2.025	0.9075	1.95314e+06
2.025	0.9125	1.61708e+06
2.025	0.9175	1.54647e+06
2.025	0.9225	1.41877e+06
2.025	0.9275	1.51705e+06
2.025	0.9325	1.78263e+06
2.025	0.9375	1.71199e+06
2.025	0.9425	1.58024e+06
2.025	0.9475	1.44689e+06
2.025	0.9525	1.37974e+06
2.025	0.9575	1.21446e+06
2.025	0.9625	1.22474e+06
2.025	0.9675	1.28488e+06
2.025	0.9725	1.46677e+06
2.025	0.9775	1.31105e+06
2.025	0.9825	1.46166e+06
2.025	0.9875	1.41089e+06
2.025	0.9925	1.34297e+06
2.025	0.9975	1.53093e+06
2.075	0.1275	2.56644e+06
2.075	0.1325	7.61624e+07
2.075	0.1375	1.76361e+08
2.075	0.1425	1.86183e+08
2.075	0.1475	1.81609e+08
2.075	0.1525	1.73812e+08
2.075	0.1575	1.66278e+08
2.075	0.1625	1.62008e+08
2.075	0.1675	1.52222e+08
2.075	0.1725	1.49069e+08
2.075	0.1775	1.49666e+08
2.075	0.1825	1.4189e+08
2.075	0.1875	1.37499e+08
2.075	0.1925	1.36751e+08
2.075	0.1975	1.26226e+08
2.075	0.2025	1.25056e+08
2.075	0.2075	1.21949e+08
2.075	0.2125	1.21818e+08
2.075	0.2175	1.14942e+08
2.075	0.2225	1.10067e+08
2.075	0.2275	1.05694e+08
2.075	0.2325	1.05779e+08
2.075	0.2375	9.73624e+07
2.075	0.2425	9.11182e+07
2.075	0.2475	9.18356e+07
2.075	0.2525	9.25282e+07
2.075	0.2575	8.92941e+07
2.075	0.2625	8.33748e+07
2.075	0.2675	8.33256e+07
2.075	0.2725	8.0222e+07
2.075	0.2775	7.62495e+07
2.075	0.2825	7.43325e+07
2.075	0.2875	6.80246e+07
2.075	0.2925	7.05217e+07
2.075	0.2975	6.52482e+07
2.075	0.3025	6.67996e+07
2.075	0.3075	6.66783e+07
2.075	0.3125	6.80014e+07
2.075	0.3175	5.90688e+07
2.075	0.3225	5.76973e+07
2.075	0.3275	5.6716e+07
2.075	0.3325	5.66734e+07
2.075	0.3375	5.6279e+07
2.075	0.3425	5.31515e+07
2.075	0.3475	5.19642e+07
2.075	0.3525	5.36446e+07
2.075	0.3575	4.8299e+07
2.075	0.3625	4.62533e+07
2.075	0.3675	4.73148e+07
2.075	0.3725	4.46942e+07
2.075	0.3775	4.31121e+07
2.075	0.3825	3.87579e+07
2.075	0.3875	3.81467e+07
2.075	0.3925	4.16364e+07
2.075	0.3975	3.86803e+07
2.075	0.4025	3.51142e+07
2.075	0.4075	3.35004e+07
2.075	0.4125	3.4975e+07
2.075	0.4175	3.84939e+07
2.075	0.4225	3.54817e+07
2.075	0.4275	3.4672e+07
2.075	0.4325	3.19914e+07
2.075	0.4375	3.07827e+07
2.075	0.4425	2.75995e+07
2.075	0.4475	3.09664e+07
2.075	0.4525	3.16567e+07
2.075	0.4575	3.09831e+07
2.075	0.4625	2.76551e+07
2.075	0.4675	2.56578e+07
2.075	0.4725	2.7973e+07
2.075	0.4775	2.49548e+07
2.075	0.4825	2.37179e+07
2.075	0.4875	2.44835e+07
2.075	0.4925	2.28364e+07
2.075	0.4975	2.47898e+07
2.075	0.5025	2.37696e+07
2.075	0.5075	2.1603e+07
2.075	0.5125	1.97285e+07
2.075	0.5175	1.90891e+07
2.075	0.5225	2.08747e+07
2.075	0.5275	2.03296e+07
2.075	0.5325	1.82878e+07
2.075	0.5375	1.68797e+07
2.075	0.5425	1.56255e+07
2.075	0.5475	1.72647e+07
2.075	0.5525	1.70513e+07
2.075	0.5575	1.69915e+07
2.075	0.5625	1.83182e+07
2.075	0.5675	1.72369e+07
2.075	0.5725	1.45991e+07
2.075	0.5775	1.4674e+07
2.075	0.5825	1.3248e+07
2.075	0.5875	1.44551e+07
2.075	0.5925	1.50436e+07
2.075	0.5975	1.43355e+07
2.075	0.6025	1.335e+07
2.075	0.6075	1.07072e+07
2.075	0.6125	1.02716e+07
2.075	0.6175	1.16516e+07
2.075	0.6225	1.20759e+07
2.075	0.6275	1.26129e+07
2.075	0.6325	1.0778e+07
2.075	0.6375	1.10713e+07
2.075	0.6425	9.74176e+06
2.075	0.6475	9.39022e+06
2.075	0.6525	8.95284e+06
2.075	0.6575	9.18995e+06
2.075	0.6625	8.50426e+06
2.075	0.6675	8.89551e+06
2.075	0.6725	8.36392e+06
2.075	0.6775	9.22137e+06
2.075	0.6825	9.25329e+06
2.075	0.6875	7.73336e+06
2.075	0.6925	7.44444e+06
2.075	0.6975	7.05403e+06
2.075	0.7025	7.24653e+06
2.075	0.7075	6.6603e+06
2.075	0.7125	6.8467e+06
2.075	0.7175	7.1969e+06
2.075	0.7225	6.99803e+06
2.075	0.7275	7.34547e+06
2.075	0.7325	6.83572e+06
2.075	0.7375	6.68692e+06
2.075	0.7425	6.48799e+06
2.075	0.7475	6.15703e+06
2.075	0.7525	5.8806e+06
2.075	0.7575	5.04671e+06
2.075	0.7625	5.2404e+06
2.075	0.7675	4.82534e+06
2.075	0.7725	4.44073e+06
2.075	0.7775	4.1247e+06
2.075	0.7825	3.8983e+06
2.075	0.7875	3.7875e+06
2.075	0.7925	4.11528e+06
2.075	0.7975	3.74258e+06
2.075	0.8025	3.46125e+06
2.075	0.8075	3.68236e+06
2.075	0.8125	3.60897e+06
2.075	0.8175	4.11311e+06
2.075	0.8225	3.63326e+06
2.075	0.8275	2.74172e+06
2.075	0.8325	3.01822e+06
2.075	0.8375	2.78593e+06
2.075	0.8425	2.63122e+06
2.075	0.8475	2.65757e+06
2.075	0.8525	2.69766e+06
2.075	0.8575	2.59576e+06
2.075	0.8625	2.36059e+06
2.075	0.8675	2.06769e+06
2.075	0.8725	2.29142e+06
2.075	0.8775	2.29457e+06
2.075	0.8825	2.28851e+06
2.075	0.8875	2.37736e+06
2.075	0.8925	2.24623e+06
